,steps,self_finding_steps,participant,level
1212,149,1.0,12,12
1213,13,,12,13
1214,15,,12,14
1215,81,,12,15
1216,7,,12,16
1217,13,,12,17
1218,63,,12,18
1219,11,,12,19
1220,44,,12,20
1221,29,,12,21
1222,17,,12,22
1223,13,,12,23
1224,13,,12,24
1225,11,,12,25
1226,9,,12,26
1227,30,,12,27
1228,43,0.0,12,28
1229,62,,12,29
1230,33,,12,30
1231,11,,12,31
1232,25,,12,32
1233,42,0.0,12,33
1234,17,1.0,12,34
1235,31,,12,35
1236,67,,12,36
1237,15,0.0,12,37
1238,24,,12,38
1239,24,,12,39
1240,75,,12,40
1241,32,,12,41
1242,17,,12,42
1243,15,1.0,12,43
1244,29,,12,44
1245,8,1.0,12,45
1246,7,0.0,12,46
1247,28,0.0,12,47
1248,9,0.0,12,48
1249,17,0.0,12,49
1250,7,,12,50
1251,26,,12,51
1252,25,0.0,12,52
1253,66,,12,53
1254,7,0.0,12,54
1255,47,,12,55
1256,39,2.0,12,56
1257,7,,12,57
1258,21,,12,58
1259,28,,12,59
1260,64,,12,60
1261,17,,12,61
1262,11,0.0,12,62
1263,25,,12,63
1264,31,,12,64
1265,19,,12,65
1266,19,,12,66
1267,13,,12,67
1268,38,0.0,12,68
1269,13,,12,69
1270,31,,12,70
1271,13,,12,71
1272,8,1.0,12,72
1273,7,,12,73
1274,33,2.0,12,74
1275,21,0.0,12,75
1276,28,0.0,12,76
1277,51,2.0,12,77
1278,94,,12,78
1279,9,,12,79
1280,23,,12,80
1281,48,0.0,12,81
1282,88,,12,82
1283,17,,12,83
1284,15,,12,84
1285,29,,12,85
1286,29,,12,86
1287,19,,12,87
1288,17,,12,88
1289,29,,12,89
1290,31,,12,90
1291,25,0.0,12,91
1292,15,,12,92
1293,21,,12,93
1294,11,,12,94
1295,31,,12,95
1296,43,,12,96
1297,35,,12,97
1298,85,0.0,12,98
1299,9,,12,99
1300,87,,13,0
1301,164,,13,1
1302,55,,13,2
1303,57,,13,3
1304,247,234.0,13,4
1305,82,79.0,13,5
1306,52,,13,6
1307,17,16.0,13,7
1308,29,21.0,13,8
1309,39,39.0,13,9
1310,24,16.0,13,10
1311,45,,13,11
1312,90,79.0,13,12
1313,191,185.0,13,13
1314,29,15.0,13,14
1315,31,30.0,13,15
1316,93,79.0,13,16
1317,9,5.0,13,17
1318,11,9.0,13,18
1319,40,18.0,13,19
1320,11,4.0,13,20
1321,60,59.0,13,21
1322,7,4.0,13,22
1323,23,17.0,13,23
1324,33,14.0,13,24
1325,69,52.0,13,25
1326,59,54.0,13,26
1327,28,20.0,13,27
1328,13,10.0,13,28
1329,17,12.0,13,29
1330,125,103.0,13,30
1331,25,20.0,13,31
1332,97,45.0,13,32
1333,140,118.0,13,33
1334,98,81.0,13,34
1335,165,146.0,13,35
1336,87,66.0,13,36
1337,17,11.0,13,37
1338,7,4.0,13,38
1339,20,7.0,13,39
1340,74,55.0,13,40
1341,11,6.0,13,41
1342,57,42.0,13,42
1343,42,35.0,13,43
1344,30,9.0,13,44
1345,27,7.0,13,45
1346,9,6.0,13,46
1347,15,4.0,13,47
1348,9,6.0,13,48
1349,68,51.0,13,49
1350,24,11.0,13,50
1351,7,3.0,13,51
1352,17,9.0,13,52
1353,30,4.0,13,53
1354,15,8.0,13,54
1355,7,4.0,13,55
1356,26,17.0,13,56
1357,28,13.0,13,57
1358,34,6.0,13,58
1359,36,26.0,13,59
1360,17,8.0,13,60
1361,17,5.0,13,61
1362,11,10.0,13,62
1363,62,51.0,13,63
1364,25,12.0,13,64
1365,142,,13,65
1366,11,3.0,13,66
1367,19,5.0,13,67
1368,59,48.0,13,68
1369,32,11.0,13,69
1370,23,,13,70
1371,15,5.0,13,71
1372,17,6.0,13,72
1373,30,12.0,13,73
1374,30,23.0,13,74
1375,26,13.0,13,75
1376,18,6.0,13,76
1377,40,30.0,13,77
1378,52,46.0,13,78
1379,34,15.0,13,79
1380,46,32.0,13,80
1381,34,12.0,13,81
1382,37,19.0,13,82
1383,22,5.0,13,83
1384,70,,13,84
1385,25,24.0,13,85
1386,11,6.0,13,86
1387,27,22.0,13,87
1388,45,44.0,13,88
1389,24,11.0,13,89
1390,16,13.0,13,90
1391,15,6.0,13,91
1392,11,4.0,13,92
1393,23,8.0,13,93
1394,24,6.0,13,94
1395,36,7.0,13,95
1396,35,23.0,13,96
1397,42,13.0,13,97
1398,24,8.0,13,98
1399,19,6.0,13,99
1400,342,,14,0
1401,493,70.0,14,1
1402,362,,14,2
1403,31,,14,3
1404,351,,14,4
1405,564,,14,5
1406,15,2.0,14,6
1407,126,,14,7
1408,36,23.0,14,8
1409,59,41.0,14,9
1410,21,16.0,14,10
1411,23,15.0,14,11
1412,35,31.0,14,12
1413,27,20.0,14,13
1414,25,19.0,14,14
1415,25,22.0,14,15
1416,44,25.0,14,16
1417,76,75.0,14,17
1418,22,,14,18
1419,85,67.0,14,19
1420,39,33.0,14,20
1421,33,15.0,14,21
1422,42,40.0,14,22
1423,38,28.0,14,23
1424,42,37.0,14,24
1425,30,23.0,14,25
1426,26,24.0,14,26
1427,44,38.0,14,27
1428,44,34.0,14,28
1429,40,37.0,14,29
1430,74,68.0,14,30
1431,48,45.0,14,31
1432,42,22.0,14,32
1433,28,25.0,14,33
1434,14,9.0,14,34
1435,17,7.0,14,35
1436,19,12.0,14,36
1437,19,15.0,14,37
1438,48,44.0,14,38
1439,30,23.0,14,39
1440,33,20.0,14,40
1441,32,25.0,14,41
1442,25,18.0,14,42
1443,22,20.0,14,43
1444,31,14.0,14,44
1445,31,16.0,14,45
1446,28,23.0,14,46
1447,22,,14,47
1448,29,20.0,14,48
1449,37,,14,49
1450,36,,14,50
1451,26,20.0,14,51
1452,25,17.0,14,52
1453,22,10.0,14,53
1454,37,28.0,14,54
1455,43,36.0,14,55
1456,22,11.0,14,56
1457,45,29.0,14,57
1458,45,41.0,14,58
1459,37,32.0,14,59
1460,32,19.0,14,60
1461,15,,14,61
1462,29,27.0,14,62
1463,33,26.0,14,63
1464,35,28.0,14,64
1465,30,9.0,14,65
1466,31,21.0,14,66
1467,63,24.0,14,67
1468,19,11.0,14,68
1469,21,13.0,14,69
1470,23,13.0,14,70
1471,28,18.0,14,71
1472,25,13.0,14,72
1473,46,34.0,14,73
1474,19,5.0,14,74
1475,41,30.0,14,75
1476,36,20.0,14,76
1477,42,34.0,14,77
1478,42,35.0,14,78
1479,58,38.0,14,79
1480,52,40.0,14,80
1481,37,24.0,14,81
1482,21,,14,82
1483,40,28.0,14,83
1484,45,34.0,14,84
1485,44,21.0,14,85
1486,46,40.0,14,86
1487,36,28.0,14,87
1488,41,34.0,14,88
1489,35,32.0,14,89
1490,22,13.0,14,90
1491,20,9.0,14,91
1492,44,41.0,14,92
1493,32,24.0,14,93
1494,64,57.0,14,94
1495,40,28.0,14,95
1496,59,52.0,14,96
1497,49,40.0,14,97
1498,39,20.0,14,98
1499,41,33.0,14,99
1500,321,,15,0
1501,27,,15,1
1502,13,,15,2
1503,21,,15,3
1504,63,40.0,15,4
1505,37,,15,5
1506,25,,15,6
1507,57,,15,7
1508,29,,15,8
1509,47,,15,9
1510,24,,15,10
1511,74,,15,11
1512,40,,15,12
1513,38,,15,13
1514,7,,15,14
1515,28,,15,15
1516,15,,15,16
1517,17,,15,17
1518,21,,15,18
1519,17,,15,19
1520,21,,15,20
1521,32,,15,21
1522,17,,15,22
1523,14,,15,23
1524,11,,15,24
1525,21,,15,25
1526,41,,15,26
1527,24,,15,27
1528,48,,15,28
1529,17,,15,29
1530,57,,15,30
1531,23,,15,31
1532,13,,15,32
1533,18,,15,33
1534,17,,15,34
1535,15,,15,35
1536,11,,15,36
1537,13,7.0,15,37
1538,33,17.0,15,38
1539,21,,15,39
1540,64,,15,40
1541,15,,15,41
1542,33,,15,42
1543,19,,15,43
1544,27,,15,44
1545,9,,15,45
1546,31,,15,46
1547,17,,15,47
1548,15,,15,48
1549,28,,15,49
1550,9,,15,50
1551,19,,15,51
1552,25,,15,52
1553,14,,15,53
1554,56,,15,54
1555,20,,15,55
1556,43,,15,56
1557,29,,15,57
1558,33,,15,58
1559,7,,15,59
1560,19,,15,60
1561,11,,15,61
1562,20,,15,62
1563,7,,15,63
1564,26,,15,64
1565,27,,15,65
1566,26,,15,66
1567,26,,15,67
1568,23,,15,68
1569,13,,15,69
1570,20,,15,70
1571,13,,15,71
1572,9,,15,72
1573,27,,15,73
1574,11,,15,74
1575,29,,15,75
1576,17,,15,76
1577,33,,15,77
1578,24,,15,78
1579,35,,15,79
1580,24,,15,80
1581,26,,15,81
1582,22,,15,82
1583,23,,15,83
1584,53,,15,84
1585,9,,15,85
1586,21,,15,86
1587,11,,15,87
1588,21,,15,88
1589,8,,15,89
1590,18,,15,90
1591,23,,15,91
1592,23,,15,92
1593,9,,15,93
1594,11,,15,94
1595,21,,15,95
1596,21,,15,96
1597,15,,15,97
1598,23,,15,98
1599,11,,15,99
1600,289,154.0,16,0
1601,9,,16,1
1602,42,,16,2
1603,15,7.0,16,3
1604,23,8.0,16,4
1605,21,11.0,16,5
1606,19,9.0,16,6
1607,50,,16,7
1608,37,28.0,16,8
1609,11,4.0,16,9
1610,15,4.0,16,10
1611,19,8.0,16,11
1612,17,4.0,16,12
1613,23,12.0,16,13
1614,41,24.0,16,14
1615,15,8.0,16,15
1616,31,16.0,16,16
1617,13,4.0,16,17
1618,19,6.0,16,18
1619,17,13.0,16,19
1620,13,6.0,16,20
1621,13,4.0,16,21
1622,19,12.0,16,22
1623,31,12.0,16,23
1624,15,4.0,16,24
1625,27,12.0,16,25
1626,29,16.0,16,26
1627,29,13.0,16,27
1628,38,,16,28
1629,15,4.0,16,29
1630,13,4.0,16,30
1631,38,,16,31
1632,9,4.0,16,32
1633,11,6.0,16,33
1634,11,10.0,16,34
1635,26,,16,35
1636,21,6.0,16,36
1637,21,8.0,16,37
1638,17,6.0,16,38
1639,45,19.0,16,39
1640,13,6.0,16,40
1641,27,6.0,16,41
1642,17,15.0,16,42
1643,9,6.0,16,43
1644,31,6.0,16,44
1645,23,14.0,16,45
1646,19,6.0,16,46
1647,61,14.0,16,47
1648,15,8.0,16,48
1649,17,8.0,16,49
1650,7,4.0,16,50
1651,29,16.0,16,51
1652,29,8.0,16,52
1653,27,6.0,16,53
1654,28,4.0,16,54
1655,19,,16,55
1656,19,,16,56
1657,11,4.0,16,57
1658,19,8.0,16,58
1659,35,14.0,16,59
1660,31,17.0,16,60
1661,19,10.0,16,61
1662,9,7.0,16,62
1663,13,8.0,16,63
1664,15,8.0,16,64
1665,23,8.0,16,65
1666,13,6.0,16,66
1667,21,12.0,16,67
1668,30,19.0,16,68
1669,17,8.0,16,69
1670,41,10.0,16,70
1671,11,4.0,16,71
1672,23,15.0,16,72
1673,13,9.0,16,73
1674,25,12.0,16,74
1675,19,6.0,16,75
1676,9,4.0,16,76
1677,19,6.0,16,77
1678,13,7.0,16,78
1679,35,25.0,16,79
1680,19,6.0,16,80
1681,25,18.0,16,81
1682,23,19.0,16,82
1683,7,5.0,16,83
1684,29,15.0,16,84
1685,21,8.0,16,85
1686,21,6.0,16,86
1687,19,8.0,16,87
1688,33,27.0,16,88
1689,36,10.0,16,89
1690,17,6.0,16,90
1691,21,11.0,16,91
1692,17,7.0,16,92
1693,21,7.0,16,93
1694,23,14.0,16,94
1695,28,14.0,16,95
1696,44,23.0,16,96
1697,81,46.0,16,97
1698,32,16.0,16,98
1699,36,16.0,16,99
1700,11,5.0,17,0
1701,46,,17,1
1702,33,,17,2
1703,38,,17,3
1704,19,14.0,17,4
1705,31,11.0,17,5
1706,15,11.0,17,6
1707,9,6.0,17,7
1708,25,8.0,17,8
1709,13,11.0,17,9
1710,19,15.0,17,10
1711,44,34.0,17,11
1712,15,11.0,17,12
1713,15,8.0,17,13
1714,23,16.0,17,14
1715,25,6.0,17,15
1716,7,5.0,17,16
1717,55,,17,17
1718,19,11.0,17,18
1719,31,25.0,17,19
1720,19,7.0,17,20
1721,17,14.0,17,21
1722,13,10.0,17,22
1723,25,14.0,17,23
1724,20,,17,24
1725,202,30.0,17,25
1726,13,7.0,17,26
1727,13,9.0,17,27
1728,19,6.0,17,28
1729,21,12.0,17,29
1730,35,21.0,17,30
1731,9,6.0,17,31
1732,33,9.0,17,32
1733,19,13.0,17,33
1734,41,10.0,17,34
1735,13,7.0,17,35
1736,7,4.0,17,36
1737,36,14.0,17,37
1738,13,10.0,17,38
1739,13,6.0,17,39
1740,29,6.0,17,40
1741,15,7.0,17,41
1742,17,,17,42
1743,9,8.0,17,43
1744,13,9.0,17,44
1745,17,10.0,17,45
1746,24,9.0,17,46
1747,13,8.0,17,47
1748,19,12.0,17,48
1749,19,12.0,17,49
1750,41,19.0,17,50
1751,25,16.0,17,51
1752,29,10.0,17,52
1753,9,7.0,17,53
1754,19,6.0,17,54
1755,11,6.0,17,55
1756,17,9.0,17,56
1757,19,11.0,17,57
1758,19,7.0,17,58
1759,25,10.0,17,59
1760,19,11.0,17,60
1761,13,9.0,17,61
1762,13,7.0,17,62
1763,22,19.0,17,63
1764,15,8.0,17,64
1765,15,8.0,17,65
1766,17,8.0,17,66
1767,17,7.0,17,67
1768,21,9.0,17,68
1769,48,,17,69
1770,37,32.0,17,70
1771,13,6.0,17,71
1772,24,18.0,17,72
1773,26,,17,73
1774,13,4.0,17,74
1775,15,8.0,17,75
1776,27,16.0,17,76
1777,11,7.0,17,77
1778,19,7.0,17,78
1779,11,6.0,17,79
1780,13,7.0,17,80
1781,11,6.0,17,81
1782,15,9.0,17,82
1783,19,7.0,17,83
1784,13,4.0,17,84
1785,7,6.0,17,85
1786,17,10.0,17,86
1787,22,15.0,17,87
1788,13,8.0,17,88
1789,29,17.0,17,89
1790,11,8.0,17,90
1791,15,7.0,17,91
1792,24,8.0,17,92
1793,11,8.0,17,93
1794,29,4.0,17,94
1795,21,10.0,17,95
1796,7,6.0,17,96
1797,7,4.0,17,97
1798,19,7.0,17,98
1799,17,12.0,17,99
1800,531,,18,0
1801,93,,18,1
1802,127,,18,2
1803,36,,18,3
1804,43,,18,4
1805,236,,18,5
1806,25,,18,6
1807,24,,18,7
1808,24,,18,8
1809,103,,18,9
1810,7,,18,10
1811,53,,18,11
1812,52,,18,12
1813,56,,18,13
1814,60,,18,14
1815,13,,18,15
1816,38,,18,16
1817,15,,18,17
1818,15,,18,18
1819,52,,18,19
1820,47,,18,20
1821,25,,18,21
1822,63,,18,22
1823,12,,18,23
1824,126,,18,24
1825,11,,18,25
1826,11,,18,26
1827,31,,18,27
1828,78,,18,28
1829,33,,18,29
1830,246,,18,30
1831,7,,18,31
1832,7,0.0,18,32
1833,165,,18,33
1834,92,,18,34
1835,70,,18,35
1836,39,,18,36
1837,17,,18,37
1838,19,,18,38
1839,20,,18,39
1840,33,,18,40
1841,46,,18,41
1842,119,1.0,18,42
1843,11,,18,43
1844,23,,18,44
1845,7,1.0,18,45
1846,27,0.0,18,46
1847,79,,18,47
1848,31,,18,48
1849,25,,18,49
1850,7,,18,50
1851,11,,18,51
1852,21,,18,52
1853,33,,18,53
1854,17,,18,54
1855,17,,18,55
1856,16,,18,56
1857,44,,18,57
1858,31,0.0,18,58
1859,42,,18,59
1860,50,,18,60
1861,55,,18,61
1862,11,0.0,18,62
1863,11,,18,63
1864,31,,18,64
1865,7,,18,65
1866,26,,18,66
1867,84,,18,67
1868,11,,18,68
1869,64,0.0,18,69
1870,93,,18,70
1871,17,,18,71
1872,76,,18,72
1873,31,,18,73
1874,70,0.0,18,74
1875,23,1.0,18,75
1876,11,,18,76
1877,11,,18,77
1878,21,,18,78
1879,46,,18,79
1880,27,,18,80
1881,28,,18,81
1882,42,,18,82
1883,31,,18,83
1884,36,0.0,18,84
1885,42,,18,85
1886,77,,18,86
1887,21,,18,87
1888,20,,18,88
1889,54,,18,89
1890,11,,18,90
1891,50,,18,91
1892,47,2.0,18,92
1893,41,,18,93
1894,11,,18,94
1895,23,0.0,18,95
1896,9,,18,96
1897,11,,18,97
1898,39,,18,98
1899,32,0.0,18,99
1900,25,8.0,19,0
1901,13,,19,1
1902,101,,19,2
1903,28,7.0,19,3
1904,19,10.0,19,4
1905,23,12.0,19,5
1906,13,7.0,19,6
1907,19,4.0,19,7
1908,15,4.0,19,8
1909,17,7.0,19,9
1910,19,,19,10
1911,11,4.0,19,11
1912,11,,19,12
1913,19,7.0,19,13
1914,17,4.0,19,14
1915,11,4.0,19,15
1916,17,6.0,19,16
1917,17,14.0,19,17
1918,27,14.0,19,18
1919,13,6.0,19,19
1920,11,7.0,19,20
1921,11,3.0,19,21
1922,19,4.0,19,22
1923,17,0.0,19,23
1924,25,6.0,19,24
1925,13,4.0,19,25
1926,11,4.0,19,26
1927,23,16.0,19,27
1928,15,4.0,19,28
1929,11,8.0,19,29
1930,11,8.0,19,30
1931,21,6.0,19,31
1932,13,5.0,19,32
1933,13,9.0,19,33
1934,23,5.0,19,34
1935,26,,19,35
1936,13,7.0,19,36
1937,27,10.0,19,37
1938,17,5.0,19,38
1939,19,4.0,19,39
1940,17,4.0,19,40
1941,13,5.0,19,41
1942,17,5.0,19,42
1943,19,4.0,19,43
1944,11,4.0,19,44
1945,17,4.0,19,45
1946,21,6.0,19,46
1947,13,7.0,19,47
1948,13,,19,48
1949,33,19.0,19,49
1950,27,6.0,19,50
1951,15,4.0,19,51
1952,13,5.0,19,52
1953,25,10.0,19,53
1954,11,6.0,19,54
1955,23,12.0,19,55
1956,23,9.0,19,56
1957,7,5.0,19,57
1958,13,5.0,19,58
1959,17,7.0,19,59
1960,35,20.0,19,60
1961,26,13.0,19,61
1962,21,9.0,19,62
1963,13,9.0,19,63
1964,23,12.0,19,64
1965,17,5.0,19,65
1966,35,18.0,19,66
1967,13,4.0,19,67
1968,7,5.0,19,68
1969,23,13.0,19,69
1970,30,6.0,19,70
1971,19,5.0,19,71
1972,21,9.0,19,72
1973,21,5.0,19,73
1974,24,5.0,19,74
1975,17,5.0,19,75
1976,23,7.0,19,76
1977,15,7.0,19,77
1978,19,6.0,19,78
1979,19,,19,79
1980,27,13.0,19,80
1981,9,7.0,19,81
1982,17,5.0,19,82
1983,13,6.0,19,83
1984,45,22.0,19,84
1985,9,5.0,19,85
1986,9,7.0,19,86
1987,28,9.0,19,87
1988,17,5.0,19,88
1989,22,7.0,19,89
1990,19,5.0,19,90
1991,24,8.0,19,91
1992,23,7.0,19,92
1993,8,8.0,19,93
1994,15,5.0,19,94
1995,13,5.0,19,95
1996,7,5.0,19,96
1997,17,6.0,19,97
1998,32,13.0,19,98
1999,20,5.0,19,99
