,steps,self_finding_steps,participant,level
1212,150,1.0,12,12
1213,14,,12,13
1214,16,,12,14
1215,82,,12,15
1216,8,,12,16
1217,14,,12,17
1218,64,,12,18
1219,12,,12,19
1220,45,,12,20
1221,30,,12,21
1222,18,,12,22
1223,14,,12,23
1224,14,,12,24
1225,12,,12,25
1226,10,,12,26
1227,31,,12,27
1228,44,0.0,12,28
1229,63,,12,29
1230,34,,12,30
1231,12,,12,31
1232,26,,12,32
1233,43,0.0,12,33
1234,18,1.0,12,34
1235,32,,12,35
1236,68,,12,36
1237,16,0.0,12,37
1238,25,,12,38
1239,25,,12,39
1240,76,,12,40
1241,33,,12,41
1242,18,,12,42
1243,16,1.0,12,43
1244,30,,12,44
1245,9,1.0,12,45
1246,8,0.0,12,46
1247,29,0.0,12,47
1248,10,0.0,12,48
1249,18,0.0,12,49
1250,8,,12,50
1251,27,,12,51
1252,26,0.0,12,52
1253,67,,12,53
1254,8,0.0,12,54
1255,48,,12,55
1256,40,2.0,12,56
1257,8,,12,57
1258,22,,12,58
1259,29,,12,59
1260,65,,12,60
1261,18,,12,61
1262,12,0.0,12,62
1263,26,,12,63
1264,32,,12,64
1265,20,,12,65
1266,20,,12,66
1267,14,,12,67
1268,39,0.0,12,68
1269,14,,12,69
1270,32,,12,70
1271,14,,12,71
1272,9,1.0,12,72
1273,8,,12,73
1274,34,2.0,12,74
1275,22,0.0,12,75
1276,29,0.0,12,76
1277,52,2.0,12,77
1278,95,,12,78
1279,10,,12,79
1280,24,,12,80
1281,49,0.0,12,81
1282,89,,12,82
1283,18,,12,83
1284,16,,12,84
1285,30,,12,85
1286,30,,12,86
1287,20,,12,87
1288,18,,12,88
1289,30,,12,89
1290,32,,12,90
1291,26,0.0,12,91
1292,16,,12,92
1293,22,,12,93
1294,12,,12,94
1295,32,,12,95
1296,44,,12,96
1297,36,,12,97
1298,86,0.0,12,98
1299,10,,12,99
1300,88,,13,0
1301,165,,13,1
1302,56,,13,2
1303,58,,13,3
1304,248,234.0,13,4
1305,83,79.0,13,5
1306,53,,13,6
1307,18,16.0,13,7
1308,30,21.0,13,8
1309,40,39.0,13,9
1310,25,16.0,13,10
1311,46,,13,11
1312,91,79.0,13,12
1313,192,185.0,13,13
1314,30,15.0,13,14
1315,32,30.0,13,15
1316,94,79.0,13,16
1317,10,5.0,13,17
1318,12,9.0,13,18
1319,41,18.0,13,19
1320,12,4.0,13,20
1321,61,59.0,13,21
1322,8,4.0,13,22
1323,24,17.0,13,23
1324,34,14.0,13,24
1325,70,52.0,13,25
1326,60,54.0,13,26
1327,29,20.0,13,27
1328,14,10.0,13,28
1329,18,12.0,13,29
1330,126,103.0,13,30
1331,26,20.0,13,31
1332,98,45.0,13,32
1333,141,118.0,13,33
1334,99,81.0,13,34
1335,166,146.0,13,35
1336,88,66.0,13,36
1337,18,11.0,13,37
1338,8,4.0,13,38
1339,21,7.0,13,39
1340,75,55.0,13,40
1341,12,6.0,13,41
1342,58,42.0,13,42
1343,43,35.0,13,43
1344,31,9.0,13,44
1345,28,7.0,13,45
1346,10,6.0,13,46
1347,16,4.0,13,47
1348,10,6.0,13,48
1349,69,51.0,13,49
1350,25,11.0,13,50
1351,8,3.0,13,51
1352,18,9.0,13,52
1353,31,4.0,13,53
1354,16,8.0,13,54
1355,8,4.0,13,55
1356,27,17.0,13,56
1357,29,13.0,13,57
1358,35,6.0,13,58
1359,37,26.0,13,59
1360,18,8.0,13,60
1361,18,5.0,13,61
1362,12,10.0,13,62
1363,63,51.0,13,63
1364,26,12.0,13,64
1365,143,,13,65
1366,12,3.0,13,66
1367,20,5.0,13,67
1368,60,48.0,13,68
1369,33,11.0,13,69
1370,24,,13,70
1371,16,5.0,13,71
1372,18,6.0,13,72
1373,31,12.0,13,73
1374,31,23.0,13,74
1375,27,13.0,13,75
1376,19,6.0,13,76
1377,41,30.0,13,77
1378,53,46.0,13,78
1379,35,15.0,13,79
1380,47,32.0,13,80
1381,35,12.0,13,81
1382,38,19.0,13,82
1383,23,5.0,13,83
1384,71,,13,84
1385,26,24.0,13,85
1386,12,6.0,13,86
1387,28,22.0,13,87
1388,46,44.0,13,88
1389,25,11.0,13,89
1390,17,13.0,13,90
1391,16,6.0,13,91
1392,12,4.0,13,92
1393,24,8.0,13,93
1394,25,6.0,13,94
1395,37,7.0,13,95
1396,36,23.0,13,96
1397,43,13.0,13,97
1398,25,8.0,13,98
1399,20,6.0,13,99
1400,343,,14,0
1401,494,70.0,14,1
1402,363,,14,2
1403,32,,14,3
1404,352,,14,4
1405,565,,14,5
1406,16,2.0,14,6
1407,127,,14,7
1408,37,23.0,14,8
1409,60,41.0,14,9
1410,22,16.0,14,10
1411,24,15.0,14,11
1412,36,31.0,14,12
1413,28,20.0,14,13
1414,26,19.0,14,14
1415,26,22.0,14,15
1416,45,25.0,14,16
1417,77,75.0,14,17
1418,23,,14,18
1419,86,67.0,14,19
1420,40,33.0,14,20
1421,34,15.0,14,21
1422,43,40.0,14,22
1423,39,28.0,14,23
1424,43,37.0,14,24
1425,31,23.0,14,25
1426,27,24.0,14,26
1427,45,38.0,14,27
1428,45,34.0,14,28
1429,41,37.0,14,29
1430,75,68.0,14,30
1431,49,45.0,14,31
1432,43,22.0,14,32
1433,29,25.0,14,33
1434,15,9.0,14,34
1435,18,7.0,14,35
1436,20,12.0,14,36
1437,20,15.0,14,37
1438,49,44.0,14,38
1439,31,23.0,14,39
1440,34,20.0,14,40
1441,33,25.0,14,41
1442,26,18.0,14,42
1443,23,20.0,14,43
1444,32,14.0,14,44
1445,32,16.0,14,45
1446,29,23.0,14,46
1447,23,,14,47
1448,30,20.0,14,48
1449,38,,14,49
1450,37,,14,50
1451,27,20.0,14,51
1452,26,17.0,14,52
1453,23,10.0,14,53
1454,38,28.0,14,54
1455,44,36.0,14,55
1456,23,11.0,14,56
1457,46,29.0,14,57
1458,46,41.0,14,58
1459,38,32.0,14,59
1460,33,19.0,14,60
1461,16,,14,61
1462,30,27.0,14,62
1463,34,26.0,14,63
1464,36,28.0,14,64
1465,31,9.0,14,65
1466,32,21.0,14,66
1467,64,24.0,14,67
1468,20,11.0,14,68
1469,22,13.0,14,69
1470,24,13.0,14,70
1471,29,18.0,14,71
1472,26,13.0,14,72
1473,47,34.0,14,73
1474,20,5.0,14,74
1475,42,30.0,14,75
1476,37,20.0,14,76
1477,43,34.0,14,77
1478,43,35.0,14,78
1479,59,38.0,14,79
1480,53,40.0,14,80
1481,38,24.0,14,81
1482,22,,14,82
1483,41,28.0,14,83
1484,46,34.0,14,84
1485,45,21.0,14,85
1486,47,40.0,14,86
1487,37,28.0,14,87
1488,42,34.0,14,88
1489,36,32.0,14,89
1490,23,13.0,14,90
1491,21,9.0,14,91
1492,45,41.0,14,92
1493,33,24.0,14,93
1494,65,57.0,14,94
1495,41,28.0,14,95
1496,60,52.0,14,96
1497,50,40.0,14,97
1498,40,20.0,14,98
1499,42,33.0,14,99
1500,322,,15,0
1501,28,,15,1
1502,14,,15,2
1503,22,,15,3
1504,64,40.0,15,4
1505,38,,15,5
1506,26,,15,6
1507,58,,15,7
1508,30,,15,8
1509,48,,15,9
1510,25,,15,10
1511,75,,15,11
1512,41,,15,12
1513,39,,15,13
1514,8,,15,14
1515,29,,15,15
1516,16,,15,16
1517,18,,15,17
1518,22,,15,18
1519,18,,15,19
1520,22,,15,20
1521,33,,15,21
1522,18,,15,22
1523,15,,15,23
1524,12,,15,24
1525,22,,15,25
1526,42,,15,26
1527,25,,15,27
1528,49,,15,28
1529,18,,15,29
1530,58,,15,30
1531,24,,15,31
1532,14,,15,32
1533,19,,15,33
1534,18,,15,34
1535,16,,15,35
1536,12,,15,36
1537,14,7.0,15,37
1538,34,17.0,15,38
1539,22,,15,39
1540,65,,15,40
1541,16,,15,41
1542,34,,15,42
1543,20,,15,43
1544,28,,15,44
1545,10,,15,45
1546,32,,15,46
1547,18,,15,47
1548,16,,15,48
1549,29,,15,49
1550,10,,15,50
1551,20,,15,51
1552,26,,15,52
1553,15,,15,53
1554,57,,15,54
1555,21,,15,55
1556,44,,15,56
1557,30,,15,57
1558,34,,15,58
1559,8,,15,59
1560,20,,15,60
1561,12,,15,61
1562,21,,15,62
1563,8,,15,63
1564,27,,15,64
1565,28,,15,65
1566,27,,15,66
1567,27,,15,67
1568,24,,15,68
1569,14,,15,69
1570,21,,15,70
1571,14,,15,71
1572,10,,15,72
1573,28,,15,73
1574,12,,15,74
1575,30,,15,75
1576,18,,15,76
1577,34,,15,77
1578,25,,15,78
1579,36,,15,79
1580,25,,15,80
1581,27,,15,81
1582,23,,15,82
1583,24,,15,83
1584,54,,15,84
1585,10,,15,85
1586,22,,15,86
1587,12,,15,87
1588,22,,15,88
1589,9,,15,89
1590,19,,15,90
1591,24,,15,91
1592,24,,15,92
1593,10,,15,93
1594,12,,15,94
1595,22,,15,95
1596,22,,15,96
1597,16,,15,97
1598,24,,15,98
1599,12,,15,99
1600,290,154.0,16,0
1601,10,,16,1
1602,43,,16,2
1603,16,7.0,16,3
1604,24,8.0,16,4
1605,22,11.0,16,5
1606,20,9.0,16,6
1607,51,,16,7
1608,38,28.0,16,8
1609,12,4.0,16,9
1610,16,4.0,16,10
1611,20,8.0,16,11
1612,18,4.0,16,12
1613,24,12.0,16,13
1614,42,24.0,16,14
1615,16,8.0,16,15
1616,32,16.0,16,16
1617,14,4.0,16,17
1618,20,6.0,16,18
1619,18,13.0,16,19
1620,14,6.0,16,20
1621,14,4.0,16,21
1622,20,12.0,16,22
1623,32,12.0,16,23
1624,16,4.0,16,24
1625,28,12.0,16,25
1626,30,16.0,16,26
1627,30,13.0,16,27
1628,39,,16,28
1629,16,4.0,16,29
1630,14,4.0,16,30
1631,39,,16,31
1632,10,4.0,16,32
1633,12,6.0,16,33
1634,12,10.0,16,34
1635,27,,16,35
1636,22,6.0,16,36
1637,22,8.0,16,37
1638,18,6.0,16,38
1639,46,19.0,16,39
1640,14,6.0,16,40
1641,28,6.0,16,41
1642,18,15.0,16,42
1643,10,6.0,16,43
1644,32,6.0,16,44
1645,24,14.0,16,45
1646,20,6.0,16,46
1647,62,14.0,16,47
1648,16,8.0,16,48
1649,18,8.0,16,49
1650,8,4.0,16,50
1651,30,16.0,16,51
1652,30,8.0,16,52
1653,28,6.0,16,53
1654,29,4.0,16,54
1655,20,,16,55
1656,20,,16,56
1657,12,4.0,16,57
1658,20,8.0,16,58
1659,36,14.0,16,59
1660,32,17.0,16,60
1661,20,10.0,16,61
1662,10,7.0,16,62
1663,14,8.0,16,63
1664,16,8.0,16,64
1665,24,8.0,16,65
1666,14,6.0,16,66
1667,22,12.0,16,67
1668,31,19.0,16,68
1669,18,8.0,16,69
1670,42,10.0,16,70
1671,12,4.0,16,71
1672,24,15.0,16,72
1673,14,9.0,16,73
1674,26,12.0,16,74
1675,20,6.0,16,75
1676,10,4.0,16,76
1677,20,6.0,16,77
1678,14,7.0,16,78
1679,36,25.0,16,79
1680,20,6.0,16,80
1681,26,18.0,16,81
1682,24,19.0,16,82
1683,8,5.0,16,83
1684,30,15.0,16,84
1685,22,8.0,16,85
1686,22,6.0,16,86
1687,20,8.0,16,87
1688,34,27.0,16,88
1689,37,10.0,16,89
1690,18,6.0,16,90
1691,22,11.0,16,91
1692,18,7.0,16,92
1693,22,7.0,16,93
1694,24,14.0,16,94
1695,29,14.0,16,95
1696,45,23.0,16,96
1697,82,46.0,16,97
1698,33,16.0,16,98
1699,37,16.0,16,99
1700,12,5.0,17,0
1701,47,,17,1
1702,34,,17,2
1703,39,,17,3
1704,20,14.0,17,4
1705,32,11.0,17,5
1706,16,11.0,17,6
1707,10,6.0,17,7
1708,26,8.0,17,8
1709,14,11.0,17,9
1710,20,15.0,17,10
1711,45,34.0,17,11
1712,16,11.0,17,12
1713,16,8.0,17,13
1714,24,16.0,17,14
1715,26,6.0,17,15
1716,8,5.0,17,16
1717,56,,17,17
1718,20,11.0,17,18
1719,32,25.0,17,19
1720,20,7.0,17,20
1721,18,14.0,17,21
1722,14,10.0,17,22
1723,26,14.0,17,23
1724,21,,17,24
1725,203,30.0,17,25
1726,14,7.0,17,26
1727,14,9.0,17,27
1728,20,6.0,17,28
1729,22,12.0,17,29
1730,36,21.0,17,30
1731,10,6.0,17,31
1732,34,9.0,17,32
1733,20,13.0,17,33
1734,42,10.0,17,34
1735,14,7.0,17,35
1736,8,4.0,17,36
1737,37,14.0,17,37
1738,14,10.0,17,38
1739,14,6.0,17,39
1740,30,6.0,17,40
1741,16,7.0,17,41
1742,18,,17,42
1743,10,8.0,17,43
1744,14,9.0,17,44
1745,18,10.0,17,45
1746,25,9.0,17,46
1747,14,8.0,17,47
1748,20,12.0,17,48
1749,20,12.0,17,49
1750,42,19.0,17,50
1751,26,16.0,17,51
1752,30,10.0,17,52
1753,10,7.0,17,53
1754,20,6.0,17,54
1755,12,6.0,17,55
1756,18,9.0,17,56
1757,20,11.0,17,57
1758,20,7.0,17,58
1759,26,10.0,17,59
1760,20,11.0,17,60
1761,14,9.0,17,61
1762,14,7.0,17,62
1763,23,19.0,17,63
1764,16,8.0,17,64
1765,16,8.0,17,65
1766,18,8.0,17,66
1767,18,7.0,17,67
1768,22,9.0,17,68
1769,49,,17,69
1770,38,32.0,17,70
1771,14,6.0,17,71
1772,25,18.0,17,72
1773,27,,17,73
1774,14,4.0,17,74
1775,16,8.0,17,75
1776,28,16.0,17,76
1777,12,7.0,17,77
1778,20,7.0,17,78
1779,12,6.0,17,79
1780,14,7.0,17,80
1781,12,6.0,17,81
1782,16,9.0,17,82
1783,20,7.0,17,83
1784,14,4.0,17,84
1785,8,6.0,17,85
1786,18,10.0,17,86
1787,23,15.0,17,87
1788,14,8.0,17,88
1789,30,17.0,17,89
1790,12,8.0,17,90
1791,16,7.0,17,91
1792,25,8.0,17,92
1793,12,8.0,17,93
1794,30,4.0,17,94
1795,22,10.0,17,95
1796,8,6.0,17,96
1797,8,4.0,17,97
1798,20,7.0,17,98
1799,18,12.0,17,99
1800,532,,18,0
1801,94,,18,1
1802,128,,18,2
1803,37,,18,3
1804,44,,18,4
1805,237,,18,5
1806,26,,18,6
1807,25,,18,7
1808,25,,18,8
1809,104,,18,9
1810,8,,18,10
1811,54,,18,11
1812,53,,18,12
1813,57,,18,13
1814,61,,18,14
1815,14,,18,15
1816,39,,18,16
1817,16,,18,17
1818,16,,18,18
1819,53,,18,19
1820,48,,18,20
1821,26,,18,21
1822,64,,18,22
1823,13,,18,23
1824,127,,18,24
1825,12,,18,25
1826,12,,18,26
1827,32,,18,27
1828,79,,18,28
1829,34,,18,29
1830,247,,18,30
1831,8,,18,31
1832,8,0.0,18,32
1833,166,,18,33
1834,93,,18,34
1835,71,,18,35
1836,40,,18,36
1837,18,,18,37
1838,20,,18,38
1839,21,,18,39
1840,34,,18,40
1841,47,,18,41
1842,120,1.0,18,42
1843,12,,18,43
1844,24,,18,44
1845,8,1.0,18,45
1846,28,0.0,18,46
1847,80,,18,47
1848,32,,18,48
1849,26,,18,49
1850,8,,18,50
1851,12,,18,51
1852,22,,18,52
1853,34,,18,53
1854,18,,18,54
1855,18,,18,55
1856,17,,18,56
1857,45,,18,57
1858,32,0.0,18,58
1859,43,,18,59
1860,51,,18,60
1861,56,,18,61
1862,12,0.0,18,62
1863,12,,18,63
1864,32,,18,64
1865,8,,18,65
1866,27,,18,66
1867,85,,18,67
1868,12,,18,68
1869,65,0.0,18,69
1870,94,,18,70
1871,18,,18,71
1872,77,,18,72
1873,32,,18,73
1874,71,0.0,18,74
1875,24,1.0,18,75
1876,12,,18,76
1877,12,,18,77
1878,22,,18,78
1879,47,,18,79
1880,28,,18,80
1881,29,,18,81
1882,43,,18,82
1883,32,,18,83
1884,37,0.0,18,84
1885,43,,18,85
1886,78,,18,86
1887,22,,18,87
1888,21,,18,88
1889,55,,18,89
1890,12,,18,90
1891,51,,18,91
1892,48,2.0,18,92
1893,42,,18,93
1894,12,,18,94
1895,24,0.0,18,95
1896,10,,18,96
1897,12,,18,97
1898,40,,18,98
1899,33,0.0,18,99
1900,26,8.0,19,0
1901,14,,19,1
1902,102,,19,2
1903,29,7.0,19,3
1904,20,10.0,19,4
1905,24,12.0,19,5
1906,14,7.0,19,6
1907,20,4.0,19,7
1908,16,4.0,19,8
1909,18,7.0,19,9
1910,20,,19,10
1911,12,4.0,19,11
1912,12,,19,12
1913,20,7.0,19,13
1914,18,4.0,19,14
1915,12,4.0,19,15
1916,18,6.0,19,16
1917,18,14.0,19,17
1918,28,14.0,19,18
1919,14,6.0,19,19
1920,12,7.0,19,20
1921,12,3.0,19,21
1922,20,4.0,19,22
1923,18,0.0,19,23
1924,26,6.0,19,24
1925,14,4.0,19,25
1926,12,4.0,19,26
1927,24,16.0,19,27
1928,16,4.0,19,28
1929,12,8.0,19,29
1930,12,8.0,19,30
1931,22,6.0,19,31
1932,14,5.0,19,32
1933,14,9.0,19,33
1934,24,5.0,19,34
1935,27,,19,35
1936,14,7.0,19,36
1937,28,10.0,19,37
1938,18,5.0,19,38
1939,20,4.0,19,39
1940,18,4.0,19,40
1941,14,5.0,19,41
1942,18,5.0,19,42
1943,20,4.0,19,43
1944,12,4.0,19,44
1945,18,4.0,19,45
1946,22,6.0,19,46
1947,14,7.0,19,47
1948,14,,19,48
1949,34,19.0,19,49
1950,28,6.0,19,50
1951,16,4.0,19,51
1952,14,5.0,19,52
1953,26,10.0,19,53
1954,12,6.0,19,54
1955,24,12.0,19,55
1956,24,9.0,19,56
1957,8,5.0,19,57
1958,14,5.0,19,58
1959,18,7.0,19,59
1960,36,20.0,19,60
1961,27,13.0,19,61
1962,22,9.0,19,62
1963,14,9.0,19,63
1964,24,12.0,19,64
1965,18,5.0,19,65
1966,36,18.0,19,66
1967,14,4.0,19,67
1968,8,5.0,19,68
1969,24,13.0,19,69
1970,31,6.0,19,70
1971,20,5.0,19,71
1972,22,9.0,19,72
1973,22,5.0,19,73
1974,25,5.0,19,74
1975,18,5.0,19,75
1976,24,7.0,19,76
1977,16,7.0,19,77
1978,20,6.0,19,78
1979,20,,19,79
1980,28,13.0,19,80
1981,10,7.0,19,81
1982,18,5.0,19,82
1983,14,6.0,19,83
1984,46,22.0,19,84
1985,10,5.0,19,85
1986,10,7.0,19,86
1987,29,9.0,19,87
1988,18,5.0,19,88
1989,23,7.0,19,89
1990,20,5.0,19,90
1991,25,8.0,19,91
1992,24,7.0,19,92
1993,9,8.0,19,93
1994,16,5.0,19,94
1995,14,5.0,19,95
1996,8,5.0,19,96
1997,18,6.0,19,97
1998,33,13.0,19,98
1999,21,5.0,19,99
